,id,cohort,gender,yr,career,stem,medicine,social science,time,weight
50,1145,(2) Younger,(2) Male,F7,(33) CRAFTS,0.0,0.0,0.0,0,0.5067
51,1146,(2) Younger,(2) Male,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,0.6391
52,1147,(1) Older,(2) Male,F7,,,,,0,0.0
53,1148,(1) Older,(1) Female,F7,,,,,0,0.0
54,1150,(2) Younger,(1) Female,F7,(17) LAW AND RELATED,0.0,0.0,0.0,0,1.0399
55,1161,(1) Older,(2) Male,F7,,,,,0,0.0
56,1166,(1) Older,(2) Male,F7,,,,,0,0.0
57,1168,(2) Younger,(2) Male,F7,(31) SALES,0.0,0.0,0.0,0,0.7249
58,1171,(1) Older,(1) Female,F7,,,,,0,0.0
59,1177,(2) Younger,(2) Male,F7,(33) CRAFTS,0.0,0.0,0.0,0,1.5379
60,1178,(2) Younger,(2) Male,F7,(11) SCIENTISTS,1.0,0.0,0.0,0,0.7974
61,1179,(1) Older,(2) Male,F7,,,,,0,0.0
62,1180,(1) Older,(2) Male,F7,,,,,0,0.0
63,1181,(2) Younger,(2) Male,F7,(22) BUSINESS,0.0,0.0,0.0,0,0.4253
64,1182,(1) Older,(2) Male,F7,,,,,0,0.0
65,1183,(2) Younger,(1) Female,F7,(21) HEALTH PROFESSIONALS II,0.0,1.0,0.0,0,0.3461
66,1186,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,0.9399
67,1187,(1) Older,(2) Male,F7,,,,,0,0.0
68,1195,(2) Younger,(2) Male,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,2.2297
69,1199,(2) Younger,(2) Male,F7,(33) CRAFTS,0.0,0.0,0.0,0,0.6993
70,1205,(1) Older,(2) Male,F7,,,,,0,0.0
71,1206,(1) Older,(2) Male,F7,,,,,0,0.0
72,1211,(2) Younger,(1) Female,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,0.7974
73,1217,(2) Younger,(2) Male,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,0.29
74,1218,(2) Younger,(1) Female,F7,(21) HEALTH PROFESSIONALS II,0.0,1.0,0.0,0,0.6385
75,1219,(2) Younger,(1) Female,F7,(21) HEALTH PROFESSIONALS II,0.0,1.0,0.0,0,0.3461
76,1227,(2) Younger,(2) Male,F7,,,,,0,1.5915
77,1228,(2) Younger,(1) Female,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,0.9576
78,1231,(2) Younger,(2) Male,F7,(32) CLERICAL,0.0,0.0,0.0,0,0.7974
79,1234,(2) Younger,(2) Male,F7,(11) SCIENTISTS,1.0,0.0,0.0,0,0.9926
80,1235,(2) Younger,(2) Male,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,0.1962
81,1236,(2) Younger,(2) Male,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,1.5915
82,1239,(1) Older,(2) Male,F7,,,,,0,0.0
83,1241,(1) Older,(2) Male,F7,,,,,0,0.0
84,1243,(1) Older,(1) Female,F7,,,,,0,0.0
85,1246,(1) Older,(1) Female,F7,,,,,0,0.0
86,1250,(2) Younger,(1) Female,F7,(21) HEALTH PROFESSIONALS II,0.0,1.0,0.0,0,0.1962
87,1253,(2) Younger,(1) Female,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,1.1114
88,1254,(2) Younger,(2) Male,F7,(33) CRAFTS,0.0,0.0,0.0,0,1.3473
89,1258,(1) Older,(1) Female,F7,,,,,0,0.0
90,1259,(2) Younger,(2) Male,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,0.6679999999999999
91,1263,(1) Older,(1) Female,F7,,,,,0,0.0
92,1264,(1) Older,(2) Male,F7,,,,,0,0.0
93,1265,(1) Older,(1) Female,F7,,,,,0,0.0
94,1266,(2) Younger,(2) Male,F7,(11) SCIENTISTS,1.0,0.0,0.0,0,1.0241
95,1268,(2) Younger,(2) Male,F7,(11) SCIENTISTS,1.0,0.0,0.0,0,2.2297
96,1270,(2) Younger,(2) Male,F7,(24) TECHNICIANS/TECHNOLOGISTS,0.0,0.0,0.0,0,0.9576
97,1273,(1) Older,(1) Female,F7,,,,,0,0.0
98,1277,(1) Older,(2) Male,F7,,,,,0,0.0
99,1279,(1) Older,(1) Female,F7,,,,,0,0.0
100,1293,(1) Older,(1) Female,F7,,,,,0,0.0
101,1297,(2) Younger,(2) Male,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,1.5379
102,1300,(2) Younger,(2) Male,F7,(32) CLERICAL,0.0,0.0,0.0,0,0.6679999999999999
103,1301,(2) Younger,(1) Female,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,0.6679999999999999
104,1306,(2) Younger,(2) Male,F7,(33) CRAFTS,0.0,0.0,0.0,0,1.2827
105,1307,(1) Older,(2) Male,F7,,,,,0,0.0
106,1309,(2) Younger,(2) Male,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,1.1114
107,1312,(2) Younger,(1) Female,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,1.1114
108,1318,(1) Older,(1) Female,F7,,,,,0,0.0
109,1319,(2) Younger,(1) Female,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,2.1525
110,1324,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,0.6679999999999999
111,1328,(1) Older,(2) Male,F7,,,,,0,0.0
112,1330,(2) Younger,(1) Female,F7,(21) HEALTH PROFESSIONALS II,0.0,1.0,0.0,0,0.1962
113,1333,(1) Older,(1) Female,F7,,,,,0,0.0
114,1339,(1) Older,(2) Male,F7,,,,,0,0.0
115,1343,(2) Younger,(1) Female,F7,(52) SERVICE,0.0,0.0,0.0,0,1.7135
116,1344,(1) Older,(1) Female,F7,,,,,0,0.0
117,1347,(1) Older,(2) Male,F7,,,,,0,0.0
118,1348,(1) Older,(1) Female,F7,,,,,0,0.0
119,1351,(2) Younger,(2) Male,F7,(33) CRAFTS,0.0,0.0,0.0,0,1.2827
120,1355,(2) Younger,(2) Male,F7,(11) SCIENTISTS,1.0,0.0,0.0,0,2.1525
121,1356,(2) Younger,(2) Male,F7,,,,,0,1.5915
122,1358,(1) Older,(2) Male,F7,,,,,0,0.0
123,1361,(1) Older,(1) Female,F7,,,,,0,0.0
124,1365,(1) Older,(1) Female,F7,,,,,0,0.0
125,1370,(2) Younger,(1) Female,F7,(21) HEALTH PROFESSIONALS II,0.0,1.0,0.0,0,1.0241
126,1371,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,0.9527
127,1373,(1) Older,(2) Male,F7,,,,,0,0.0
128,1374,(2) Younger,(1) Female,F7,(52) SERVICE,0.0,0.0,0.0,0,1.0241
129,1378,(2) Younger,(2) Male,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,1.3125
130,1380,(2) Younger,(2) Male,F7,(33) CRAFTS,0.0,0.0,0.0,0,0.6289
131,1381,(2) Younger,(1) Female,F7,(17) LAW AND RELATED,0.0,0.0,0.0,0,0.3234
132,1383,(2) Younger,(1) Female,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,0.7809999999999999
133,1387,(2) Younger,(1) Female,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,1.5915
134,1388,(1) Older,(2) Male,F7,,,,,0,0.0
135,1389,(2) Younger,(2) Male,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,1.8436
136,1394,(2) Younger,(2) Male,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,1.0241
137,1395,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,1.2827
138,1398,(1) Older,(2) Male,F7,,,,,0,0.0
139,1400,(2) Younger,(2) Male,F7,(42) TRANSPORTATION,0.0,0.0,0.0,0,1.2827
140,1405,(2) Younger,(2) Male,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,2.1525
141,1413,(2) Younger,(1) Female,F7,(32) CLERICAL,0.0,0.0,0.0,0,0.9527
142,1417,(1) Older,(2) Male,F7,,,,,0,0.0
143,1419,(2) Younger,(1) Female,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,0.6993
144,1423,(1) Older,(2) Male,F7,,,,,0,0.0
145,1424,(1) Older,(1) Female,F7,,,,,0,0.0
146,1428,(2) Younger,(1) Female,F7,(25) TEACHERS (EXCEPT COLLEGE),0.0,0.0,0.0,0,1.0399
147,1429,(2) Younger,(2) Male,F7,(13) ENGINEERS,1.0,0.0,0.0,0,0.1962
148,1434,(1) Older,(1) Female,F7,,,,,0,0.0
149,1440,(2) Younger,(2) Male,F7,(24) TECHNICIANS/TECHNOLOGISTS,0.0,0.0,0.0,0,1.0043
150,1442,(2) Younger,(1) Female,F7,(17) LAW AND RELATED,0.0,0.0,0.0,0,1.3125
151,1445,(2) Younger,(2) Male,F7,(22) BUSINESS,0.0,0.0,0.0,0,0.4847
152,1446,(1) Older,(2) Male,F7,,,,,0,0.0
153,1447,(2) Younger,(2) Male,F7,(24) TECHNICIANS/TECHNOLOGISTS,0.0,0.0,0.0,0,0.5148
154,1456,(2) Younger,(2) Male,F7,(42) TRANSPORTATION,0.0,0.0,0.0,0,0.6391
155,1465,(2) Younger,(2) Male,F7,(13) ENGINEERS,1.0,0.0,0.0,0,0.9926
156,1467,(1) Older,(1) Female,F7,,,,,0,0.0
157,1469,(2) Younger,(2) Male,F7,,,,,0,1.8436
158,1472,(2) Younger,(2) Male,F7,(32) CLERICAL,0.0,0.0,0.0,0,1.3363
159,1475,(1) Older,(2) Male,F7,,,,,0,0.0
160,1478,(1) Older,(2) Male,F7,,,,,0,0.0
161,1484,(2) Younger,(1) Female,F7,(32) CLERICAL,0.0,0.0,0.0,0,1.2827
162,1486,(1) Older,(1) Female,F7,,,,,0,0.0
163,1497,(2) Younger,(2) Male,F7,(13) ENGINEERS,1.0,0.0,0.0,0,0.6679999999999999
164,1498,(2) Younger,(2) Male,F7,(42) TRANSPORTATION,0.0,0.0,0.0,0,0.3461
165,1500,(1) Older,(2) Male,F7,,,,,0,0.0
166,1502,(1) Older,(2) Male,F7,,,,,0,0.0
167,1503,(1) Older,(1) Female,F7,,,,,0,0.0
168,1509,(2) Younger,(2) Male,F7,(22) BUSINESS,0.0,0.0,0.0,0,0.7051
169,1513,(1) Older,(2) Male,F7,,,,,0,0.0
170,1514,(1) Older,(1) Female,F7,,,,,0,0.0
171,1518,(2) Younger,(1) Female,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,0.6385
172,1520,(2) Younger,(1) Female,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,0.29
173,1521,(2) Younger,(2) Male,F7,(41) OPERATIVES,0.0,0.0,0.0,0,0.6679999999999999
174,1526,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,0.3234
175,1531,(1) Older,(2) Male,F7,,,,,0,0.0
176,1532,(2) Younger,(2) Male,F7,(33) CRAFTS,0.0,0.0,0.0,0,0.5987
177,1533,(2) Younger,(2) Male,F7,(16) OTHER SCIENTIFIC/TECHNICAL PROFESSSIONALS,1.0,0.0,0.0,0,0.9527
178,1536,(1) Older,(1) Female,F7,,,,,0,0.0
179,1538,(1) Older,(2) Male,F7,,,,,0,0.0
180,1539,(1) Older,(1) Female,F7,,,,,0,0.0
181,1541,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,0.5987
182,1546,(2) Younger,(1) Female,F7,(22) BUSINESS,0.0,0.0,0.0,0,1.2827
183,1548,(1) Older,(2) Male,F7,,,,,0,0.0
184,1553,(2) Younger,(2) Male,F7,,,,,0,0.9576
185,1556,(1) Older,(1) Female,F7,,,,,0,0.0
186,1559,(1) Older,(1) Female,F7,,,,,0,0.0
187,1563,(1) Older,(1) Female,F7,,,,,0,0.0
188,1566,(2) Younger,(2) Male,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,1.5583
189,1571,(1) Older,(1) Female,F7,,,,,0,0.0
190,1573,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,1.0241
191,1574,(1) Older,(1) Female,F7,,,,,0,0.0
192,1577,(2) Younger,(1) Female,F7,(22) BUSINESS,0.0,0.0,0.0,0,0.6679999999999999
193,1578,(1) Older,(1) Female,F7,,,,,0,0.0
194,1580,(2) Younger,(1) Female,F7,(21) HEALTH PROFESSIONALS II,0.0,1.0,0.0,0,0.9228
195,1583,(1) Older,(1) Female,F7,,,,,0,0.0
196,1584,(2) Younger,(2) Male,F7,(33) CRAFTS,0.0,0.0,0.0,0,0.1962
197,1588,(2) Younger,(2) Male,F7,(13) ENGINEERS,1.0,0.0,0.0,0,0.5148
198,1589,(1) Older,(2) Male,F7,,,,,0,0.0
199,1591,(1) Older,(2) Male,F7,,,,,0,0.0
200,1594,(2) Younger,(2) Male,F7,(13) ENGINEERS,1.0,0.0,0.0,0,0.9399
201,1595,(2) Younger,(2) Male,F7,(11) SCIENTISTS,1.0,0.0,0.0,0,0.9926
202,1597,(1) Older,(1) Female,F7,,,,,0,0.0
203,1600,(1) Older,(2) Male,F7,,,,,0,0.0
204,1604,(1) Older,(1) Female,F7,,,,,0,0.0
205,1607,(2) Younger,(2) Male,F7,(21) HEALTH PROFESSIONALS II,0.0,1.0,0.0,0,0.5148
206,1608,(1) Older,(2) Male,F7,,,,,0,0.0
207,1614,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,0.6679999999999999
208,1616,(1) Older,(2) Male,F7,,,,,0,0.0
209,1617,(2) Younger,(1) Female,F7,(51) LABORS,0.0,0.0,0.0,0,0.4847
210,1623,(2) Younger,(1) Female,F7,(52) SERVICE,0.0,0.0,0.0,0,0.8969
211,1625,(2) Younger,(2) Male,F7,(24) TECHNICIANS/TECHNOLOGISTS,0.0,0.0,0.0,0,1.1114
212,1628,(1) Older,(2) Male,F7,,,,,0,0.0
213,1636,(2) Younger,(2) Male,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,2.1525
214,1637,(1) Older,(1) Female,F7,,,,,0,0.0
215,1642,(2) Younger,(1) Female,F7,(21) HEALTH PROFESSIONALS II,0.0,1.0,0.0,0,0.6993
216,1644,(1) Older,(1) Female,F7,,,,,0,0.0
217,1646,(2) Younger,(2) Male,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,0.6385
218,1648,(1) Older,(1) Female,F7,,,,,0,0.0
219,1650,(1) Older,(1) Female,F7,,,,,0,0.0
220,1655,(1) Older,(1) Female,F7,,,,,0,0.0
221,1657,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,1.1114
222,1662,(1) Older,(1) Female,F7,,,,,0,0.0
223,1663,(2) Younger,(2) Male,F7,(42) TRANSPORTATION,0.0,0.0,0.0,0,0.6391
224,1664,(1) Older,(1) Female,F7,,,,,0,0.0
225,1666,(1) Older,(1) Female,F7,,,,,0,0.0
226,1670,(2) Younger,(2) Male,F7,,,,,0,0.6671
227,1671,(2) Younger,(1) Female,F7,,,,,0,0.6391
228,1674,(1) Older,(1) Female,F7,,,,,0,0.0
229,1678,(2) Younger,(2) Male,F7,,,,,0,1.7139
230,1681,(2) Younger,(2) Male,F7,(21) HEALTH PROFESSIONALS II,0.0,1.0,0.0,0,0.6679999999999999
231,1689,(1) Older,(1) Female,F7,,,,,0,0.0
232,1690,(2) Younger,(2) Male,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,0.3461
233,1693,(2) Younger,(1) Female,F7,(52) SERVICE,0.0,0.0,0.0,0,0.6993
234,1694,(2) Younger,(2) Male,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,1.2827
235,1696,(1) Older,(2) Male,F7,,,,,0,0.0
236,1703,(1) Older,(1) Female,F7,,,,,0,0.0
237,1707,(1) Older,(2) Male,F7,,,,,0,0.0
238,1713,(2) Younger,(1) Female,F7,(13) ENGINEERS,1.0,0.0,0.0,0,1.4441
239,1720,(2) Younger,(1) Female,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,1.4441
240,1721,(2) Younger,(2) Male,F7,(33) CRAFTS,0.0,0.0,0.0,0,1.3125
241,1723,(2) Younger,(2) Male,F7,(17) LAW AND RELATED,0.0,0.0,0.0,0,0.6803
242,1724,(1) Older,(2) Male,F7,,,,,0,0.0
243,1725,(1) Older,(1) Female,F7,,,,,0,0.0
244,1726,(1) Older,(1) Female,F7,,,,,0,0.0
245,1731,(2) Younger,(2) Male,F7,(24) TECHNICIANS/TECHNOLOGISTS,0.0,0.0,0.0,0,1.7135
246,1733,(2) Younger,(1) Female,F7,(21) HEALTH PROFESSIONALS II,0.0,1.0,0.0,0,0.5148
247,1739,(2) Younger,(1) Female,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,1.3473
248,1749,(2) Younger,(1) Female,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,0.6803
249,1753,(2) Younger,(2) Male,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,1.8436
250,1757,(2) Younger,(2) Male,F7,,,,,0,1.0399
251,1758,(2) Younger,(2) Male,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,0.8969
252,1759,(2) Younger,(2) Male,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,0.6671
253,1765,(1) Older,(2) Male,F7,,,,,0,0.0
254,1768,(1) Older,(2) Male,F7,,,,,0,0.0
255,1771,(1) Older,(1) Female,F7,,,,,0,0.0
256,1773,(2) Younger,(1) Female,F7,(24) TECHNICIANS/TECHNOLOGISTS,0.0,0.0,0.0,0,1.0241
257,1774,(2) Younger,(2) Male,F7,(33) CRAFTS,0.0,0.0,0.0,0,0.6679999999999999
258,1775,(2) Younger,(2) Male,F7,(24) TECHNICIANS/TECHNOLOGISTS,0.0,0.0,0.0,0,0.5987
259,1777,(2) Younger,(2) Male,F7,(22) BUSINESS,0.0,0.0,0.0,0,0.3461
260,1778,(2) Younger,(2) Male,F7,(24) TECHNICIANS/TECHNOLOGISTS,0.0,0.0,0.0,0,1.5915
261,1780,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,0.1962
262,1783,(1) Older,(2) Male,F7,,,,,0,0.0
263,1789,(1) Older,(1) Female,F7,,,,,0,0.0
264,1790,(2) Younger,(2) Male,F7,(16) OTHER SCIENTIFIC/TECHNICAL PROFESSSIONALS,1.0,0.0,0.0,0,1.2827
265,1791,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,0.6679999999999999
266,1794,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,1.3125
267,1795,(1) Older,(2) Male,F7,,,,,0,0.0
268,1797,(2) Younger,(2) Male,F7,,,,,0,0.9399
269,1810,(1) Older,(1) Female,F7,,,,,0,0.0
270,1812,(1) Older,(2) Male,F7,,,,,0,0.0
271,1815,(1) Older,(2) Male,F7,,,,,0,0.0
272,1818,(1) Older,(1) Female,F7,,,,,0,0.0
273,1823,(2) Younger,(2) Male,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,0.3234
274,1831,(2) Younger,(1) Female,F7,(17) LAW AND RELATED,0.0,0.0,0.0,0,2.2575
275,1832,(2) Younger,(1) Female,F7,(21) HEALTH PROFESSIONALS II,0.0,1.0,0.0,0,0.9399
276,1833,(1) Older,(1) Female,F7,,,,,0,0.0
277,1836,(2) Younger,(2) Male,F7,(33) CRAFTS,0.0,0.0,0.0,0,0.5067
278,1837,(1) Older,(1) Female,F7,,,,,0,0.0
279,1839,(2) Younger,(1) Female,F7,(21) HEALTH PROFESSIONALS II,0.0,1.0,0.0,0,0.9527
280,1840,(2) Younger,(2) Male,F7,(13) ENGINEERS,1.0,0.0,0.0,0,1.3125
281,1841,(1) Older,(1) Female,F7,,,,,0,0.0
282,1846,(2) Younger,(2) Male,F7,(51) LABORS,0.0,0.0,0.0,0,1.3363
283,1851,(1) Older,(1) Female,F7,,,,,0,0.0
284,1854,(1) Older,(2) Male,F7,,,,,0,0.0
285,1856,(2) Younger,(2) Male,F7,(17) LAW AND RELATED,0.0,0.0,0.0,0,1.8436
286,1859,(2) Younger,(1) Female,F7,(61) HOMEMAKER,0.0,0.0,0.0,0,0.6993
287,1861,(2) Younger,(1) Female,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,0.3461
288,1867,(2) Younger,(1) Female,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,0.7249
289,1871,(2) Younger,(1) Female,F7,(25) TEACHERS (EXCEPT COLLEGE),0.0,0.0,0.0,0,1.0399
290,1875,(1) Older,(2) Male,F7,,,,,0,0.0
291,1882,(1) Older,(2) Male,F7,,,,,0,0.0
292,1883,(2) Younger,(2) Male,F7,(43) PROTECTIVE SERVICES,0.0,0.0,0.0,0,0.6289
293,1889,(2) Younger,(2) Male,F7,(32) CLERICAL,0.0,0.0,0.0,0,0.29
294,1892,(2) Younger,(2) Male,F7,(22) BUSINESS,0.0,0.0,0.0,0,0.9228
295,1893,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,1.5915
296,1894,(1) Older,(2) Male,F7,,,,,0,0.0
297,1901,(2) Younger,(2) Male,F7,(25) TEACHERS (EXCEPT COLLEGE),0.0,0.0,0.0,0,0.29
298,1902,(2) Younger,(1) Female,F7,(52) SERVICE,0.0,0.0,0.0,0,0.4942
299,1907,(1) Older,(1) Female,F7,,,,,0,0.0
300,1908,(2) Younger,(2) Male,F7,(33) CRAFTS,0.0,0.0,0.0,0,0.6679999999999999
301,1915,(2) Younger,(1) Female,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,1.3125
302,1918,(2) Younger,(2) Male,F7,(24) TECHNICIANS/TECHNOLOGISTS,0.0,0.0,0.0,0,0.6671
303,1922,(1) Older,(2) Male,F7,,,,,0,0.0
304,1926,(1) Older,(1) Female,F7,,,,,0,0.0
305,1927,(2) Younger,(2) Male,F7,,,,,0,1.5379
306,1929,(2) Younger,(2) Male,F7,,,,,0,0.7974
307,1931,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,1.3363
308,1936,(1) Older,(2) Male,F7,,,,,0,0.0
309,1937,(2) Younger,(1) Female,F7,(32) CLERICAL,0.0,0.0,0.0,0,0.5148
310,1943,(1) Older,(1) Female,F7,,,,,0,0.0
311,1945,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,1.0399
312,1949,(1) Older,(2) Male,F7,,,,,0,0.0
313,1960,(1) Older,(2) Male,F7,,,,,0,0.0
314,1961,(2) Younger,(1) Female,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,1.5915
315,1962,(2) Younger,(1) Female,F7,(32) CLERICAL,0.0,0.0,0.0,0,0.9576
316,1963,(2) Younger,(2) Male,F7,(18) OTHER PROFESSIONALS,0.0,0.0,0.0,0,1.3363
317,1964,(2) Younger,(2) Male,F7,(15) HEALTH PROFESSIONALS I,0.0,1.0,0.0,0,0.8969
